Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"ASII","ASTRA INTERNATIONAL","Equity","0.13","0.41","174,724,000.00","72,182,305.78","72,182,305.78","Consumer Discretionary","B800MQ5","ID1000122807","Indonesia Stock Exchange","Indonesia","USD","IDR","14,281.50"
"586","CHINA CONCH VENTURE HOLDINGS LTD","Equity","0.13","4.98","14,413,000.00","71,791,376.54","71,791,376.54","Industrials","BH7HM06","KYG2116J1085","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"ANG","ANGLOGOLD ASHANTI LTD","Equity","0.13","19.92","3,562,200.00","70,964,319.29","70,964,319.29","Materials","6565655","ZAE000043485","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"033780","KT&G CORP","Equity","0.12","71.03","995,027.00","70,674,970.55","70,674,970.55","Consumer Staples","6175076","KR7033780008","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"SLM","SANLAM LIMITED LTD","Equity","0.12","4.31","16,188,322.00","69,799,163.82","69,799,163.82","Financials","B0L6750","ZAE000070660","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"2892","FIRST FINANCIAL HOLDING LTD","Equity","0.12","0.78","88,447,807.00","69,254,105.37","69,254,105.37","Financials","6580119","TW0002892007","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"ZTO","ZTO EXPRESS CAYMAN ADR REPRESENTIN","Equity","0.12","24.51","2,772,377.00","67,950,960.27","67,950,960.27","Industrials","BYYDFN0","US98980A1051","New York Stock Exchange Inc.","China","USD","USD","1.00"
"SCC.R","SIAM CEMENT NON-VOTING DR PCL","Equity","0.12","10.15","6,690,400.00","67,890,534.33","67,890,534.33","Materials","6609928","TH0003010R12","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"SMPH","SM PRIME HOLDINGS INC","Equity","0.12","0.77","87,977,096.00","67,691,378.43","67,691,378.43","Real Estate","6818843","PHY8076N1120","Philippine Stock Exchange Inc.","Philippines","USD","PHP","50.69"
"000270","KIA MOTORS CORP","Equity","0.12","29.20","2,298,724.00","67,117,432.95","67,117,432.95","Consumer Discretionary","6490928","KR7000270009","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"601318","PING AN INSURANCE (GROUP) OF CHINA","Equity","0.12","11.46","5,826,636.00","66,744,863.76","66,744,863.76","Financials","BP3R284","CNE000001R84","Shanghai Stock Exchange","China","USD","CNY","6.98"
"241","ALIBABA HEALTH INFORMATION TECH LT","Equity","0.12","2.05","32,468,000.00","66,611,740.78","66,611,740.78","Health Care","BRXVS60","BMG0171K1018","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"ADVANC.R","ADVANCED INFO SERVICE NON-VOTING D","Equity","0.12","6.37","10,399,700.00","66,286,338.99","66,286,338.99","Communication","6412609","TH0268010R11","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"028260","SAMSUNG C&T CORP","Equity","0.12","89.10","741,368.00","66,055,125.91","66,055,125.91","Industrials","BSXN8K7","KR7028260008","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"086790","HANA FINANCIAL GROUP INC","Equity","0.12","25.18","2,597,654.00","65,414,026.10","65,414,026.10","Financials","B0RNRF5","KR7086790003","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"PKO","POWSZECHNA KASA OSZCZEDNOSCI BANK","Equity","0.12","8.61","7,570,953.00","65,192,129.11","65,192,129.11","Financials","B03NGS5","PLPKO0000016","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"MAYBANK","MALAYAN BANKING","Equity","0.12","2.00","32,555,800.00","65,088,381.79","65,088,381.79","Financials","6556325","MYL1155OO000","Bursa Malaysia","Malaysia","USD","MYR","4.21"
"LT","LARSEN AND TOUBRO LTD","Equity","0.11","16.12","4,035,041.00","65,030,784.59","65,030,784.59","Industrials","B0166K8","INE018A01030","National Stock Exchange Of India","India","USD","INR","73.30"
"BBDC3","BANCO BRADESCO SA","Equity","0.11","6.09","10,612,808.00","64,622,985.63","64,622,985.63","Financials","B00FM86","BRBBDCACNOR1","XBSP","Brazil","USD","BRL","4.46"
"035720","KAKAO CORP","Equity","0.11","146.41","440,263.00","64,457,479.29","64,457,479.29","Communication","6194037","KR7035720002","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"ETISALAT","EMIRATES TELECOM","Equity","0.11","4.20","15,312,524.00","64,282,460.58","64,282,460.58","Communication","6322173","AEE000401019","Abu Dhabi Securities Exchange","United Arab Emirates","USD","AED","3.67"
"2328","PICC PROPERTY AND CASUALTY LTD H","Equity","0.11","1.06","60,223,040.00","63,559,936.68","63,559,936.68","Financials","6706250","CNE100000593","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"ASIANPAINT","ASIAN PAINTS LTD","Equity","0.11","24.56","2,577,492.00","63,315,982.41","63,315,982.41","Materials","BCRWL65","INE021A01026","National Stock Exchange Of India","India","USD","INR","73.30"
"SOL","SASOL LTD","Equity","0.11","12.62","4,977,049.00","62,792,747.88","62,792,747.88","Materials","6777450","ZAE000006896","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"1090","SAMBA FINANCIAL","Equity","0.11","7.16","8,725,190.00","62,435,731.44","62,435,731.44","Financials","B12LZX5","SA0007879097","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
"RENT3","LOCALIZA RENT A CAR SA","Equity","0.11","11.14","5,545,303.00","61,761,647.77","61,761,647.77","Industrials","B08K3S0","BRRENTACNOR4","XBSP","Brazil","USD","BRL","4.46"
"SBIN","STATE BANK OF INDIA","Equity","0.11","3.95","15,608,979.00","61,724,650.41","61,724,650.41","Financials","BSQCB24","INE062A01020","National Stock Exchange Of India","India","USD","INR","73.30"
"291","CHINA RESOURCES BEER HOLDINGS LTD","Equity","0.11","4.67","13,148,000.00","61,344,359.35","61,344,359.35","Consumer Staples","6972459","HK0291001490","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"PDD","PINDUODUO ADR REPRESENTING INC","Equity","0.11","35.79","1,697,768.00","60,763,116.72","60,763,116.72","Consumer Discretionary","BYVW0F7","US7223041028","NASDAQ","China","USD","USD","1.00"
"1101","TAIWAN CEMENT CORP","Equity","0.11","1.42","42,719,158.00","60,706,096.98","60,706,096.98","Materials","6869937","TW0001101004","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"ENELAM","ENEL AMERICAS SA","Equity","0.11","0.18","332,150,772.00","60,470,601.22","60,470,601.22","Utilities","2299453","CLP371861061","Santiago Stock Exchange","Chile","USD","CLP","804.69"
"IMP","IMPALA PLATINUM LTD","Equity","0.11","8.59","7,004,008.00","60,137,134.90","60,137,134.90","Materials","B1FFT76","ZAE000083648","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"1010","RIYAD BANK","Equity","0.11","5.69","10,570,854.00","60,119,936.13","60,119,936.13","Financials","B12LZW4","SA0007879048","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
"384","CHINA GAS HOLDINGS LTD","Equity","0.11","3.75","16,003,400.00","60,042,359.23","60,042,359.23","Utilities","6460794","BMG2109G1033","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"COMI","COMMERCIAL INTERNATIONAL BANK","Equity","0.11","5.01","11,883,808.00","59,517,755.34","59,517,755.34","Financials","6243898","EGS60121C018","Egyptian Exchange","Egypt","USD","EGP","15.65"
"GNDI3","NOTRE DAME INTERMEDICA PARTICIPACO","Equity","0.10","14.35","4,136,979.00","59,381,363.84","59,381,363.84","Health Care","BF4J7K6","BRGNDIACNOR2","XBSP","Brazil","USD","BRL","4.46"
"BDMS.R","BANGKOK DUSIT MEDICAL SERVICES NON","Equity","0.10","0.72","82,228,000.00","59,190,600.92","59,190,600.92","Health Care","B013SV4","TH0264010R10","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"267","CITIC LTD","Equity","0.10","1.16","50,844,000.00","58,961,894.59","58,961,894.59","Industrials","6196152","HK0267001375","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"2885","YUANTA FINANCIAL HOLDING LTD","Equity","0.10","0.64","91,492,912.00","58,530,100.64","58,530,100.64","Financials","6424110","TW0002885001","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"207940","SAMSUNG BIOLOGICS LTD","Equity","0.10","401.15","145,089.00","58,203,108.42","58,203,108.42","Health Care","BYNJCV6","KR7207940008","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"RADL3","RAIA DROGASIL SA","Equity","0.10","28.01","2,042,357.00","57,206,608.52","57,206,608.52","Consumer Staples","B7FQV64","BRRADLACNOR0","XBSP","Brazil","USD","BRL","4.46"
"BID","BID CORPORATION LTD","Equity","0.10","19.24","2,931,616.00","56,391,985.34","56,391,985.34","Consumer Staples","BZBFKT7","ZAE000216537","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","Equity","0.10","0.69","79,830,672.00","55,059,304.65","55,059,304.65","Financials","B73XCZ3","TW0005880009","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"ABG","ABSA GROUP LTD","Equity","0.10","8.81","6,239,190.00","54,946,020.28","54,946,020.28","Financials","BFX05H3","ZAE000255915","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"600036","CHINA MERCHANTS BANK LTD A","Equity","0.10","4.99","10,945,563.00","54,607,542.78","54,607,542.78","Financials","BP3R273","CNE000001B33","Shanghai Stock Exchange","China","USD","CNY","6.98"
"NTCO3","NATURA CO HOLDING SA","Equity","0.10","9.98","5,456,570.00","54,458,618.45","54,458,618.45","Consumer Staples","BJRFY31","BRNTCOACNOR5","XBSP","Brazil","USD","BRL","4.46"
"2207","HOTAI MOTOR LTD","Equity","0.10","20.29","2,658,000.00","53,934,028.59","53,934,028.59","Consumer Discretionary","6417165","TW0002207008","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"009150","SAMSUNG ELECTRO MECHANICS LTD","Equity","0.09","109.60","484,620.00","53,112,373.46","53,112,373.46","Information Technology","6771689","KR7009150004","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"270","GUANGDONG INVESTMENT LTD","Equity","0.09","1.99","26,526,000.00","52,918,849.35","52,918,849.35","Utilities","6913168","HK0270001396","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"2880","HUA NAN FINANCIAL HOLDINGS LTD","Equity","0.09","0.71","73,795,167.00","52,740,690.11","52,740,690.11","Financials","6411877","TW0002880002","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"ROSN","ROSNEFT OIL COMPANY GDR","Equity","0.09","6.20","8,470,420.00","52,499,663.16","52,499,663.16","Energy","B17FSC2","US67812M2070","London Stock Exchange","Russian Federation","USD","USD","1.00"
"981","SEMICONDUCTOR MANUFACTURING INTERN","Equity","0.09","1.94","27,003,700.00","52,481,610.14","52,481,610.14","Information Technology","BDFBM13","KYG8020E1199","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"1088","CHINA SHENHUA ENERGY LTD H","Equity","0.09","1.81","28,825,000.00","52,311,281.29","52,311,281.29","Energy","B09N7M0","CNE1000002R0","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"ALI","AYALA LAND INC","Equity","0.09","0.78","66,139,240.00","51,671,790.95","51,671,790.95","Real Estate","6055112","PHY0488F1004","Philippine Stock Exchange Inc.","Philippines","USD","PHP","50.69"
"CDR","CD PROJECT SA","Equity","0.09","79.55","643,420.00","51,185,701.35","51,185,701.35","Communication","7302215","PLOPTTC00011","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"ULTRACEMCO","ULTRATECH CEMENT LTD","Equity","0.09","58.66","866,928.00","50,857,173.94","50,857,173.94","Materials","B01GZF6","INE481G01011","National Stock Exchange Of India","India","USD","INR","73.30"
"2202","CHINA VANKE LTD H","Equity","0.09","3.96","12,710,487.00","50,305,357.52","50,305,357.52","Real Estate","BN320P8","CNE100001SR9","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"TITAN","TITAN COMPANY LTD","Equity","0.09","17.01","2,945,547.00","50,112,174.48","50,112,174.48","Consumer Discretionary","6139340","INE280A01028","National Stock Exchange Of India","India","USD","INR","73.30"
"JBSS3","JBS SA","Equity","0.09","5.09","9,751,861.00","49,604,083.54","49,604,083.54","Consumer Staples","B1V74X7","BRJBSSACNOR8","XBSP","Brazil","USD","BRL","4.46"
"2303","UNITED MICRO ELECTRONICS CORP","Equity","0.09","0.52","95,204,000.00","49,167,427.45","49,167,427.45","Information Technology","6916628","TW0002303005","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"PZU","PZU SA","Equity","0.09","9.45","5,185,515.00","48,981,802.72","48,981,802.72","Financials","B63DG21","PLPZU0000011","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"034730","SK HOLDINGS LTD","Equity","0.09","160.21","304,983.00","48,861,578.26","48,861,578.26","Industrials","B39Z8L3","KR7034730002","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"REM","REMGRO LTD","Equity","0.09","10.68","4,562,052.00","48,733,723.50","48,733,723.50","Financials","6290689","ZAE000026480","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"5876","SHANGHAI COMMERCIAL LTD","Equity","0.09","1.67","29,213,346.00","48,667,820.61","48,667,820.61","Financials","B7LV1N0","TW0005876007","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"TWD","TWD CASH","Cash","0.09","3.33","1,454,687,503.00","48,468,580.37","48,468,580.37","Cash and/or Derivatives","-","-","-","Taiwan","USD","TWD","30.01"
"NESTLEIND","NESTLE INDIA LTD","Equity","0.09","223.19","216,616.00","48,346,912.11","48,346,912.11","Consumer Staples","6128605","INE239A01016","National Stock Exchange Of India","India","USD","INR","73.30"
"VIVT4","TELEFONICA BRASIL PREF SA","Equity","0.09","12.51","3,858,740.00","48,282,389.59","48,282,389.59","Communication","B3ZCNF7","BRVIVTACNPR7","XBSP","Brazil","USD","BRL","4.46"
"VIPS","VIPSHOP HOLDINGS SPONSORED ADS REP","Equity","0.08","12.56","3,824,054.00","48,030,118.24","48,030,118.24","Consumer Discretionary","B3N0H17","US92763W1036","New York Stock Exchange Inc.","China","USD","USD","1.00"
"2912","PRESIDENT CHAIN STORE CORP","Equity","0.08","9.83","4,885,000.00","48,015,026.82","48,015,026.82","Consumer Staples","6704986","TW0002912003","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"GFI","GOLD FIELDS LTD","Equity","0.08","6.52","7,349,780.00","47,943,801.75","47,943,801.75","Materials","6280215","ZAE000018123","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"1044","HENGAN INTERNATIONAL GROUP LTD","Equity","0.08","7.63","6,252,000.00","47,717,819.68","47,717,819.68","Consumer Staples","6136233","KYG4402L1510","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"RAIL3","RUMO SA","Equity","0.08","4.72","10,037,581.00","47,342,938.81","47,342,938.81","Industrials","BYXZ2W5","BRRAILACNOR9","XBSP","Brazil","USD","BRL","4.46"
"3328","BANK OF COMMUNICATIONS LTD H","Equity","0.08","0.66","71,371,000.00","47,032,565.80","47,032,565.80","Financials","B0B8Z29","CNE100000205","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"3045","TAIWAN MOBILE LTD","Equity","0.08","3.48","13,503,000.00","47,015,076.80","47,015,076.80","Communication","6290496","TW0003045001","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"2331","LI NING LTD","Equity","0.08","2.65","17,693,000.00","46,911,101.10","46,911,101.10","Consumer Discretionary","B01JCK9","KYG5496K1242","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"2382","QUANTA COMPUTER INC","Equity","0.08","2.05","22,847,000.00","46,892,186.72","46,892,186.72","Information Technology","6141011","TW0002382009","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"BDO","BDO UNIBANK INC","Equity","0.08","2.71","17,199,976.00","46,556,581.15","46,556,581.15","Financials","B5VJH76","PHY077751022","Philippine Stock Exchange Inc.","Philippines","USD","PHP","50.69"
"066570","LG ELECTRONICS INC","Equity","0.08","50.36","918,666.00","46,267,625.87","46,267,625.87","Consumer Discretionary","6520739","KR7066570003","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"003550","LG CORP","Equity","0.08","57.14","809,603.00","46,261,093.37","46,261,093.37","Industrials","6537030","KR7003550001","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"6098","COUNTRY GARDEN SERVICES HOLDINGS L","Equity","0.08","3.96","11,652,000.00","46,191,080.51","46,191,080.51","Industrials","BDQZP48","KYG2453A1085","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"096770","SK INNOVATION LTD","Equity","0.08","95.79","480,664.00","46,043,694.47","46,043,694.47","Energy","B232R05","KR7096770003","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"PFBCOLOM","BANCOLOMBIA PREF SA","Equity","0.08","11.46","4,013,253.00","45,989,330.91","45,989,330.91","Financials","BJ62LW1","COB07PA00086","Bolsa De Valores De Colombia","Colombia","USD","COP","3,433.00"
"1060","SAUDI BRITISH BANK","Equity","0.08","7.28","6,275,569.00","45,659,355.50","45,659,355.50","Financials","B12LSY7","SA0007879089","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
"CEMEXCPO","CEMEX CPO","Equity","0.08","0.34","132,345,783.00","45,361,143.70","45,361,143.70","Materials","2406457","MXP225611567","Bolsa Mexicana De Valores","Mexico","USD","MXN","19.23"
"728","CHINA TELECOM CORP LTD H","Equity","0.08","0.38","119,446,000.00","45,198,692.32","45,198,692.32","Communication","6559335","CNE1000002V2","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"BAJAJFINSV","BAJAJ FINSERV LTD","Equity","0.08","122.29","369,471.00","45,183,106.23","45,183,106.23","Financials","B2QKWK1","INE918I01018","National Stock Exchange Of India","India","USD","INR","73.30"
"ADCB","ABU DHABI COMMERCIAL BANK","Equity","0.08","1.82","24,711,614.00","45,075,157.24","45,075,157.24","Financials","6545464","AEA000201011","Abu Dhabi Securities Exchange","United Arab Emirates","USD","AED","3.67"
"OMU","OLD MUTUAL LIMITED LTD","Equity","0.08","1.06","42,342,323.00","45,073,907.04","45,073,907.04","Financials","BDVPYN5","ZAE000255360","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"EQTL3","EQUATORIAL ENERGIA SA","Equity","0.08","5.78","7,793,480.00","45,026,082.38","45,026,082.38","Utilities","B128R96","BREQTLACNOR0","XBSP","Brazil","USD","BRL","4.46"
"SSW","SIBANYE STILLWATER LTD","Equity","0.08","2.19","20,456,782.00","44,784,344.79","44,784,344.79","Materials","BL0L913","ZAE000259701","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"1050","BANQUE SAUDI FRANSI","Equity","0.08","9.25","4,839,814.00","44,758,154.10","44,758,154.10","Financials","B12LZT1","SA0007879782","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
